"employer_name","reviews_count","culture_count","salaries_count","benefits_count","employer_website","employer_headquarters","employer_founded","employer_industry","employer_revenue","url","geral","cultura_e_valores","diversidade_e_inclusao","qualidade_de_vida","alta_lideranca","remuneracao_e_beneficios","oportunidades_de_carreira","recomendam_para_outras_pessoas","perspectiva_positiva_da_empresa","segmento","nome","match_percent","ano","trimestre","categoria","tipo","cnpj","instituicao_financeira","indice","quantidade_de_reclamacoes_reguladas_procedentes","quantidade_de_reclamacoes_reguladas_outras","quantidade_de_reclamacoes_nao_reguladas","quantidade_total_de_reclamacoes","quantidade_total_de_clientes_ccs_e_scr","quantidade_de_clientes_ccs","quantidade_de_clientes_scr"
,,,,,,,,,,,,,,,,,,,,,,,,,,,"27302181",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"27406222",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"27418557",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"27669753",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"28048783",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"28127603",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"28145589",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"28145829",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"28195667",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"28244622",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"28572261",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"28885036",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"29030467",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"29283884",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"29341260",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"29985421",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"30138226",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"30304919",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"30306294",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"30586895",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"30723886",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"30949267",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"31597552",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"31746993",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"31804966",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"31815293",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"31880826",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"31895683",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32206435",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32422628",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32428294",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32430233",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32467086",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32474884",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32615247",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32648370",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32983165",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32995755",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33021064",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33022690",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33042151",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33058660",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33132044",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33172537",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33370115",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33416108",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33466988",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33479023",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33517640",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33579731",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33588252",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33603457",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33615055",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33644196",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33657248",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33667205",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33735192",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33737818",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33775974",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33824012",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33851064",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33862244",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33884941",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33916883",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33918160",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33923111",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33923798",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33924028",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33968066",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"33987793",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"34111187",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"34148882",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"34190991",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"34265629",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"34266668",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"34270520",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"34503581",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"34666362",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"34974170",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"35571249",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"36113876",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"36178887",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"36321990",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"36900256",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"37076205",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"37079720",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"37255049",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"37395399",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"37442605",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"37554441",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"37631058",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"38486817",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"38588174",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"39231527",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"39808449",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"40161713",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"40353377",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"40429946",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41146382",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41180092",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41219353",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41255225",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41669227",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41683228",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41697103",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41707258",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41753500",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41790809",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41791005",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41805003",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41931221",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"41931445",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42066258",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42100982",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42107706",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42123000",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42153585",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42240382",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42258376",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42272526",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42445122",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42873828",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42880617",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42887133",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42898825",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"42934794",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"43060029",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"43180355",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"43182278",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"43268960",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"43438662",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"43446335",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"43488782",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"43553049",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"43730498",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44077014",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44189447",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44223196",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44373041",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44378586",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44401800",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44469161",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44588366",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44746352",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44905255",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"44958981",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"45045671",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"45068632",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"45214947",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"45246410",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"45283173",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"45421856",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"45691128",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"46058731",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"46277273",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"46642294",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"47074323",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"47196084",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"47944277",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"48140925",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"48172860",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"48718183",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"48795256",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"49069990",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"49091119",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"49204605",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"49336860",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"49389307",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"49654502",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"50334234",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"50579044",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"50654300",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"50657675",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"50848910",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"51010858",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"51489318",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"51920502",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"51938876",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"52046299",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"52137361",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"52218849",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"52301496",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"52575206",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"52623311",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"52904364",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"52935442",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53146221",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53184438",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53236808",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53263331",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53272365",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53505681",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53518684",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53623781",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53776852",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53800488",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53846242",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53923116",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53932869",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"53935029",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"54037916",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"54190525",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"54335401",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"54401286",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"54403563",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"54603022",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"55230916",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"55319370",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"56396682",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"56882988",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57038408",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57259525",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57440521",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57545436",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57563728",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57582264",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57598120",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57647653",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57839805",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57987273",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"57996878",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"58017179",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"58022195",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"58158387",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"58160789",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"58290800",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"58506221",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"58616418",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59109165",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59118133",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59133793",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59274605",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59285411",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59301762",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59305565",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59588111",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59615005",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59620708",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"59869560",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"60219045",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"60394079",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"60498557",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"60518222",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"60746948",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"60770336",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"60779196",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"60814191",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"60872504",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"60889128",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61024352",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61033106",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61039038",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61088183",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61146577",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61186680",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61348538",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61533584",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61688131",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61723847",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61739629",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61747085",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61769790",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61820817",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"61973863",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62035456",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62073200",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62090873",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62109566",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62144175",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62169875",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62232889",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62237425",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62237649",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62264924",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62280490",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62284385",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62287735",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62331228",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62562012",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62605290",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62673470",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62781232",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62795257",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62928320",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"62931522",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"63229629",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"63917579",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"64237530",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"64276058",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"64293582",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"64480833",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"64739121",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"64761471",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"65229254",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"65239402",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"65308447",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"65560658",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"65594772",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"65635377",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"65645137",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"65982589",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"66259110",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"66262643",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"66398496",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"66402207",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"66463407",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"66555665",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"66616632",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"66788142",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"67031757",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"67087569",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"67096909",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"67341487",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"67391821",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"67607564",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"67915868",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"67960229",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"68228006",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"68314921",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"68512748",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"68742204",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"68757681",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"68848563",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"68900810",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"68969625",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"69078350",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"69136075",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"69181709",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"69346856",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"70027388",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"70038237",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"70116611",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"70119680",,,,,,,,,
